date, pm25, pm10
2018-02-12,,40
2018-02-11,,31
2018-02-10,,38
2018-02-08,,23
2018-02-05,,10
2018-02-03,,18
2018-02-02,,20
2018-02-01,,29
2018-01-31,,33
2018-01-26,,33
2018-01-25,,12
2018-01-24,,1
2018-01-20,,53
2018-01-18,,29
2018-01-17,,17
2018-01-16,,29
2018-01-11,,24
2018-01-10,,20
2018-01-09,,19
2018-01-05,,16
2018-01-04,,18
2018-01-03,,27
2018-01-02,,14
2018-01-01,,15
2017-12-29,,3
2017-12-27,,20
2017-12-23,,18
2017-12-22,,37
2017-12-19,,44
2017-12-13,,8
2017-12-08,,31
2017-12-07,,63
2017-12-06,,14
2017-12-05,,27
2017-12-04,,31
2017-12-02,,64
2017-12-01,,35
2017-11-28,,17
2017-11-24,,21
2017-11-21,,9
2017-10-18,,30
2017-10-17,,55
2017-10-14,,26
2017-10-13,,77
2017-10-07,,8
2017-10-06,,66
2017-10-05,,32
2017-10-04,,21
2017-10-03,,38
2017-10-02,,91
2017-09-30,,90
2017-09-29,,21
2017-09-28,,32
2017-09-27,,71
2017-09-26,,7
2017-09-25,,17
2017-09-24,,113
2017-09-22,,32
2017-09-21,,40
2017-09-19,,28
2017-09-17,,58
2017-09-16,,124
2017-09-15,,25
2017-09-13,,31
2017-09-12,,33
2017-03-29,,59
2017-03-28,,60
2017-03-27,,41
2017-03-26,,52
2017-03-25,,42
2017-03-24,,68
2017-03-20,,24
2017-03-19,,58
2017-03-18,,31
2017-03-17,,72
2017-03-16,,50
2017-03-15,,25
2017-03-14,,66
2017-03-13,,45
2017-03-11,,71
2017-03-10,,56
2017-03-09,,57
2017-03-08,,36
2017-03-07,,29
2017-03-06,,46
2017-03-05,,40
2017-03-04,,31
2017-03-03,,92
2017-03-02,,42
2017-03-01,,74
2017-02-24,,53
2017-02-23,,56
2017-02-22,,52
2017-02-21,,30
2017-02-20,,23
2017-02-16,,30
2017-02-15,,21
2017-02-14,,30
2017-02-13,,29
2017-02-12,,32
2017-02-11,,30
2017-02-10,,28
2017-02-09,,32
2017-02-08,,27
2017-02-07,,34
2017-02-06,,18
2017-02-05,,21
2017-02-04,,25
2017-02-02,,45
2017-02-01,,44
2017-01-31,,27
2017-01-23,,29
2017-01-20,,30
2017-01-19,,35
2017-01-18,,39
2017-01-17,,27
2017-01-09,,40
2017-01-08,,47
2017-01-07,,42
2017-01-06,,42
2017-01-05,,36
2017-01-04,,28
2017-01-03,,37
2017-01-02,,35
2017-01-01,,54
2016-12-30,,60
2016-12-29,,39
2016-12-28,,58
2016-12-27,,38
2016-12-26,,53
2016-12-25,,41
2016-12-24,,33
2016-12-23,,38
2016-12-22,,40
2016-12-21,,42
2016-12-20,,39
2016-12-19,,43
2016-12-18,,46
2016-12-17,,57
2016-12-16,,53
2016-12-14,,44
2016-12-13,,46
2016-12-12,,45
2016-12-11,,38
2016-12-10,,40
2016-12-09,,47
2016-10-28,,67
2016-10-27,,46
2016-10-26,,32
2016-10-21,,77
2016-10-20,,74
2016-10-19,,56
2016-10-10,,56
2016-10-09,,59
2016-10-08,,52
2016-10-07,,63
2016-10-06,,64
2016-10-05,,77
2016-10-04,,73
2016-10-03,,56
2016-09-28,,56
2016-09-27,,82
2016-09-26,,34
2016-09-25,,90
2016-09-24,,59
2016-09-23,,45
2016-09-22,,49
2016-09-21,,48
2016-09-20,,60
2016-09-19,,66
2016-09-18,,63
2016-09-17,,60
2016-09-16,,82
2016-09-15,,73
2016-09-14,,64
2016-09-13,,98
2016-09-05,,39
2016-08-26,,72
2016-08-25,,79
2016-08-24,,50
2016-08-23,,54
2016-08-22,,53
2016-08-21,,73
2016-08-20,,67
2016-08-19,,66
2016-08-18,,56
2016-08-17,,100
2016-08-16,,62
2016-06-30,,68
2016-06-29,,70
2016-06-28,,33
2016-02-26,,29
2016-02-25,,36
2016-02-24,,63
2016-02-18,,59
2016-02-15,,58
2016-02-14,,63
2016-02-13,,70
2016-02-12,,49
2016-02-11,,48
2016-02-10,,45
2016-02-09,,34
2016-02-08,,40
2016-02-07,,51
2016-02-06,,66
2016-02-05,,52
2016-02-04,,55
2016-02-03,,49
2016-02-02,,50
2016-02-01,,43
2016-01-30,,63
2016-01-29,,62
2016-01-28,,65
2016-01-27,,74
2016-01-26,,56
2016-01-25,,43
2016-01-24,,49
2016-01-23,,50
2016-01-22,,57
2016-01-21,,54
2016-01-20,,55
2016-01-19,,65
2016-01-18,,86
2016-01-06,,83
2016-01-05,,77
2015-12-30,,43
2015-12-28,,58
2015-12-15,,37
2015-12-11,,64
2015-12-03,,80
2015-10-31,,87
2015-10-29,,88
2015-10-28,,81
2015-10-26,,89
2015-10-22,,65
2015-10-21,,105
2015-10-20,,93
2015-10-19,,90
2015-10-18,,92
2015-10-17,,105
2015-10-16,,66
2015-10-15,,108
2015-10-14,,77
2015-10-11,,78
2015-10-10,,103
2015-10-09,,75
2015-10-08,,86
2015-10-07,,83
2015-10-06,,99
2015-09-19,,86
2015-09-18,,86
2015-09-17,,93
2015-09-16,,81
2015-09-15,,104
2015-09-14,,68
2015-09-13,,80
2015-09-12,,86
2015-09-11,,83
2015-09-10,,87
2015-09-09,,75
2015-09-08,,77
2015-09-04,,81
2015-09-03,,98
2015-09-02,,88
2015-09-01,,79
2015-08-28,,83
2015-08-27,,91
2015-08-26,,77
2015-08-25,,84
2015-08-24,,85
2015-08-23,,80
2015-08-20,,80
2015-08-14,,68
2015-08-12,,68
2015-08-10,,79
2015-08-07,,68
2015-08-06,,76
2015-08-05,,92
2015-08-04,,85
2015-08-03,,64
2015-07-31,,70
2015-07-30,,75
2015-07-29,,66
2015-07-28,,65
2015-07-27,,60
2015-07-26,,71
2015-07-25,,75
2015-07-24,,69
2015-07-23,,71
2015-07-22,,65
2015-07-21,,61
2015-07-20,,59
2015-07-19,,60
2015-07-18,,60
2015-07-17,,63
2015-07-16,,62
